ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,mp_count.e-,real_count.e-,px.e-,py.e-,pz.e-,KE.e-,PE,E_total
2308,4.618e-07,62.0544,531441,8e+08,1.7324e-19,1.73321e-19,1.72453e-19,1.34869e-13,68921,1e+08,-1.07668e-17,-1.07668e-17,-1.07669e-17,6.80869e-12,6.92211e-11,7.61646e-11
2309,4.62e-07,62.0858,531441,8e+08,1.66119e-19,1.66183e-19,1.66115e-19,1.34989e-13,68921,1e+08,-1.08118e-17,-1.08118e-17,-1.08119e-17,6.82209e-12,6.92074e-11,7.61645e-11
2310,4.622e-07,62.1125,531441,8e+08,1.65624e-19,1.6569e-19,1.6554e-19,1.35109e-13,68921,1e+08,-1.08549e-17,-1.08549e-17,-1.0855e-17,6.83557e-12,6.91937e-11,7.61644e-11
2311,4.624e-07,62.1375,531441,8e+08,1.6323e-19,1.63243e-19,1.64041e-19,1.35228e-13,68921,1e+08,-1.08997e-17,-1.08997e-17,-1.08998e-17,6.84912e-12,6.91799e-11,7.61643e-11
2312,4.626e-07,62.1626,531441,8e+08,1.71856e-19,1.71787e-19,1.71087e-19,1.35348e-13,68921,1e+08,-1.09446e-17,-1.09446e-17,-1.09447e-17,6.86275e-12,6.9166e-11,7.61641e-11
2313,4.628e-07,62.1877,531441,8e+08,1.71424e-19,1.71308e-19,1.71365e-19,1.35468e-13,68921,1e+08,-1.09877e-17,-1.09877e-17,-1.09878e-17,6.87645e-12,6.91521e-11,7.6164e-11
2314,4.63e-07,62.2129,531441,8e+08,1.65285e-19,1.65239e-19,1.6529e-19,1.35587e-13,68921,1e+08,-1.10317e-17,-1.10317e-17,-1.10317e-17,6.89022e-12,6.91381e-11,7.61639e-11
2315,4.632e-07,62.2381,531441,8e+08,1.61717e-19,1.61628e-19,1.62453e-19,1.35707e-13,68921,1e+08,-1.10793e-17,-1.10793e-17,-1.10794e-17,6.90407e-12,6.9124e-11,7.61638e-11
2316,4.634e-07,62.2632,531441,8e+08,1.77808e-19,1.77777e-19,1.77008e-19,1.35827e-13,68921,1e+08,-1.1123e-17,-1.1123e-17,-1.11231e-17,6.91799e-12,6.91099e-11,7.61637e-11
2317,4.636e-07,62.2884,531441,8e+08,1.86601e-19,1.86512e-19,1.86538e-19,1.35947e-13,68921,1e+08,-1.11665e-17,-1.11665e-17,-1.11666e-17,6.93198e-12,6.90957e-11,7.61636e-11
2318,4.638e-07,62.3137,531441,8e+08,1.84612e-19,1.8456e-19,1.84514e-19,1.36067e-13,68921,1e+08,-1.12126e-17,-1.12126e-17,-1.12124e-17,6.94604e-12,6.90814e-11,7.61635e-11
2319,4.64e-07,62.339,531441,8e+08,2.01318e-19,2.01242e-19,2.01914e-19,1.36187e-13,68921,1e+08,-1.12566e-17,-1.12566e-17,-1.12568e-17,6.96019e-12,6.9067e-11,7.61634e-11
2320,4.642e-07,62.3642,531441,8e+08,2.0373e-19,2.03712e-19,2.02796e-19,1.36307e-13,68921,1e+08,-1.13009e-17,-1.13009e-17,-1.1301e-17,6.9744e-12,6.90526e-11,7.61633e-11
2321,4.644e-07,62.3893,531441,8e+08,2.21131e-19,2.2107e-19,2.20977e-19,1.36427e-13,68921,1e+08,-1.13471e-17,-1.13471e-17,-1.13472e-17,6.98869e-12,6.90381e-11,7.61632e-11
2322,4.646e-07,62.4146,531441,8e+08,2.1788e-19,2.17836e-19,2.17639e-19,1.36547e-13,68921,1e+08,-1.13921e-17,-1.13921e-17,-1.13922e-17,7.00305e-12,6.90235e-11,7.61631e-11
2323,4.648e-07,62.4398,531441,8e+08,2.15053e-19,2.14951e-19,2.15616e-19,1.36667e-13,68921,1e+08,-1.14362e-17,-1.14362e-17,-1.14363e-17,7.01749e-12,6.90088e-11,7.6163e-11
2324,4.65e-07,62.4651,531441,8e+08,2.31514e-19,2.31593e-19,2.30722e-19,1.36787e-13,68921,1e+08,-1.14801e-17,-1.14801e-17,-1.14802e-17,7.03199e-12,6.89941e-11,7.61629e-11
2325,4.652e-07,62.4912,531441,8e+08,2.30827e-19,2.3086e-19,2.30745e-19,1.36908e-13,68921,1e+08,-1.15261e-17,-1.15261e-17,-1.15262e-17,7.04657e-12,6.89793e-11,7.61628e-11
2326,4.654e-07,62.5166,531441,8e+08,2.27552e-19,2.27649e-19,2.2755e-19,1.37028e-13,68921,1e+08,-1.15697e-17,-1.15697e-17,-1.15698e-17,7.06122e-12,6.89644e-11,7.61627e-11
2327,4.656e-07,62.542,531441,8e+08,2.31808e-19,2.31863e-19,2.32487e-19,1.37148e-13,68921,1e+08,-1.16146e-17,-1.16146e-17,-1.16147e-17,7.07594e-12,6.89495e-11,7.61625e-11
2328,4.658e-07,62.5673,531441,8e+08,2.35424e-19,2.35535e-19,2.34852e-19,1.37268e-13,68921,1e+08,-1.16614e-17,-1.16614e-17,-1.16607e-17,7.09073e-12,6.89344e-11,7.61624e-11
2329,4.66e-07,62.5926,531441,8e+08,2.42146e-19,2.42222e-19,2.42433e-19,1.37389e-13,68921,1e+08,-1.1704e-17,-1.1704e-17,-1.17041e-17,7.1056e-12,6.89193e-11,7.61623e-11
2330,4.662e-07,62.6181,531441,8e+08,2.358e-19,2.35864e-19,2.35927e-19,1.37509e-13,68921,1e+08,-1.17463e-17,-1.17463e-17,-1.17464e-17,7.12053e-12,6.89041e-11,7.61622e-11
2331,4.664e-07,62.6438,531441,8e+08,2.43495e-19,2.43514e-19,2.44363e-19,1.3763e-13,68921,1e+08,-1.1794e-17,-1.1794e-17,-1.17941e-17,7.13554e-12,6.88889e-11,7.61621e-11
2332,4.666e-07,62.6693,531441,8e+08,2.44047e-19,2.44124e-19,2.43366e-19,1.3775e-13,68921,1e+08,-1.1838e-17,-1.1838e-17,-1.18381e-17,7.15063e-12,6.88736e-11,7.6162e-11
2333,4.668e-07,62.6947,531441,8e+08,2.39705e-19,2.39737e-19,2.39728e-19,1.37871e-13,68921,1e+08,-1.18802e-17,-1.18802e-17,-1.18803e-17,7.16578e-12,6.88582e-11,7.61618e-11
2334,4.67e-07,62.72,531441,8e+08,2.2988e-19,2.29922e-19,2.29832e-19,1.37991e-13,68921,1e+08,-1.19247e-17,-1.19247e-17,-1.19248e-17,7.18101e-12,6.88427e-11,7.61617e-11
2335,4.672e-07,62.7454,531441,8e+08,2.31478e-19,2.31464e-19,2.32194e-19,1.38112e-13,68921,1e+08,-1.19724e-17,-1.19724e-17,-1.19725e-17,7.19631e-12,6.88272e-11,7.61616e-11
2336,4.674e-07,62.7705,531441,8e+08,2.49661e-19,2.49678e-19,2.48944e-19,1.38233e-13,68921,1e+08,-1.20174e-17,-1.20174e-17,-1.20175e-17,7.21168e-12,6.88116e-11,7.61615e-11
2337,4.676e-07,62.7962,531441,8e+08,2.51117e-19,2.51112e-19,2.51127e-19,1.38354e-13,68921,1e+08,-1.20627e-17,-1.20627e-17,-1.20628e-17,7.22713e-12,6.87959e-11,7.61614e-11
2338,4.678e-07,62.8215,531441,8e+08,2.4598e-19,2.46018e-19,2.45999e-19,1.38474e-13,68921,1e+08,-1.2111e-17,-1.2111e-17,-1.21111e-17,7.24264e-12,6.87802e-11,7.61613e-11
2339,4.68e-07,62.847,531441,8e+08,2.43003e-19,2.43017e-19,2.43802e-19,1.38595e-13,68921,1e+08,-1.21529e-17,-1.21529e-17,-1.2153e-17,7.25822e-12,6.87644e-11,7.61612e-11
2340,4.682e-07,62.8722,531441,8e+08,2.43501e-19,2.43573e-19,2.42806e-19,1.38716e-13,68921,1e+08,-1.22024e-17,-1.22024e-17,-1.22025e-17,7.27387e-12,6.87485e-11,7.61611e-11
2341,4.684e-07,62.8974,531441,8e+08,2.33967e-19,2.33984e-19,2.34065e-19,1.38837e-13,68921,1e+08,-1.22474e-17,-1.22474e-17,-1.22475e-17,7.28959e-12,6.87325e-11,7.6161e-11
2342,4.686e-07,62.9227,531441,8e+08,2.28172e-19,2.28225e-19,2.28235e-19,1.38958e-13,68921,1e+08,-1.22911e-17,-1.22911e-17,-1.22912e-17,7.30538e-12,6.87165e-11,7.61609e-11
2343,4.688e-07,62.948,531441,8e+08,2.19497e-19,2.19505e-19,2.20304e-19,1.39079e-13,68921,1e+08,-1.23339e-17,-1.23339e-17,-1.2334e-17,7.32124e-12,6.87004e-11,7.61608e-11
2344,4.69e-07,62.9734,531441,8e+08,2.27775e-19,2.27701e-19,2.26983e-19,1.392e-13,68921,1e+08,-1.23796e-17,-1.23796e-17,-1.23797e-17,7.33717e-12,6.86843e-11,7.61607e-11
2345,4.692e-07,62.9986,531441,8e+08,2.23174e-19,2.23054e-19,2.23087e-19,1.39321e-13,68921,1e+08,-1.24226e-17,-1.24226e-17,-1.24227e-17,7.35317e-12,6.86681e-11,7.61606e-11
2346,4.694e-07,63.0239,531441,8e+08,2.13368e-19,2.13264e-19,2.13195e-19,1.39442e-13,68921,1e+08,-1.24673e-17,-1.24673e-17,-1.24674e-17,7.36924e-12,6.86518e-11,7.61605e-11
2347,4.696e-07,63.049,531441,8e+08,2.04014e-19,2.03877e-19,2.04618e-19,1.39563e-13,68921,1e+08,-1.25131e-17,-1.25131e-17,-1.25132e-17,7.38538e-12,6.86354e-11,7.61603e-11
2348,4.698e-07,63.0744,531441,8e+08,2.0234e-19,2.02261e-19,2.01516e-19,1.39684e-13,68921,1e+08,-1.25571e-17,-1.25571e-17,-1.25572e-17,7.40159e-12,6.8619e-11,7.61602e-11
2349,4.7e-07,63.0995,531441,8e+08,2.18183e-19,2.18081e-19,2.18107e-19,1.39805e-13,68921,1e+08,-1.26008e-17,-1.26008e-17,-1.26009e-17,7.41786e-12,6.86025e-11,7.61601e-11
2350,4.702e-07,63.1248,531441,8e+08,2.13846e-19,2.13781e-19,2.13796e-19,1.39927e-13,68921,1e+08,-1.26442e-17,-1.26442e-17,-1.26443e-17,7.43421e-12,6.85859e-11,7.616e-11
2351,4.704e-07,63.1503,531441,8e+08,2.04476e-19,2.04365e-19,2.05197e-19,1.40048e-13,68921,1e+08,-1.26871e-17,-1.26871e-17,-1.26872e-17,7.45063e-12,6.85692e-11,7.61599e-11
2352,4.706e-07,63.1757,531441,8e+08,2.38712e-19,2.38782e-19,2.38162e-19,1.40169e-13,68921,1e+08,-1.27305e-17,-1.27305e-17,-1.27305e-17,7.46712e-12,6.85525e-11,7.61598e-11
2353,4.708e-07,63.201,531441,8e+08,2.36229e-19,2.36243e-19,2.36495e-19,1.40291e-13,68921,1e+08,-1.27765e-17,-1.27765e-17,-1.27766e-17,7.48368e-12,6.85358e-11,7.61597e-11
2354,4.71e-07,63.226,531441,8e+08,2.25303e-19,2.25306e-19,2.25411e-19,1.40412e-13,68921,1e+08,-1.28186e-17,-1.28186e-17,-1.28187e-17,7.50031e-12,6.85189e-11,7.61596e-11
2355,4.712e-07,63.2512,531441,8e+08,2.42191e-19,2.42149e-19,2.42969e-19,1.40534e-13,68921,1e+08,-1.28608e-17,-1.28608e-17,-1.28609e-17,7.51701e-12,6.8502e-11,7.61595e-11
2356,4.714e-07,63.2765,531441,8e+08,2.43126e-19,2.43142e-19,2.42393e-19,1.40655e-13,68921,1e+08,-1.2906e-17,-1.2906e-17,-1.29061e-17,7.53378e-12,6.8485e-11,7.61594e-11
2357,4.716e-07,63.3017,531441,8e+08,2.43893e-19,2.43886e-19,2.43912e-19,1.40777e-13,68921,1e+08,-1.2952e-17,-1.2952e-17,-1.29521e-17,7.55062e-12,6.84679e-11,7.61593e-11
2358,4.718e-07,63.3271,531441,8e+08,2.37e-19,2.37003e-19,2.36948e-19,1.40898e-13,68921,1e+08,-1.29991e-17,-1.29991e-17,-1.29992e-17,7.56752e-12,6.84508e-11,7.61593e-11
2359,4.72e-07,63.3525,531441,8e+08,2.32103e-19,2.32072e-19,2.32854e-19,1.4102e-13,68921,1e+08,-1.30461e-17,-1.30461e-17,-1.30462e-17,7.58449e-12,6.84337e-11,7.61592e-11
2360,4.722e-07,63.3778,531441,8e+08,2.27973e-19,2.28e-19,2.27304e-19,1.41141e-13,68921,1e+08,-1.30887e-17,-1.30887e-17,-1.30888e-17,7.60152e-12,6.84164e-11,7.61591e-11
2361,4.724e-07,63.4033,531441,8e+08,2.21098e-19,2.2108e-19,2.21128e-19,1.41263e-13,68921,1e+08,-1.31316e-17,-1.31316e-17,-1.31316e-17,7.61862e-12,6.83991e-11,7.6159e-11
2362,4.726e-07,63.4285,531441,8e+08,2.13922e-19,2.13947e-19,2.13962e-19,1.41385e-13,68921,1e+08,-1.3176e-17,-1.3176e-17,-1.31761e-17,7.63579e-12,6.83817e-11,7.61589e-11
2363,4.728e-07,63.4535,531441,8e+08,2.12762e-19,2.12741e-19,2.13559e-19,1.41506e-13,68921,1e+08,-1.32207e-17,-1.32207e-17,-1.32207e-17,7.65302e-12,6.83643e-11,7.61588e-11
2364,4.73e-07,63.4786,531441,8e+08,2.29607e-19,2.29644e-19,2.28874e-19,1.41628e-13,68921,1e+08,-1.32644e-17,-1.32644e-17,-1.32645e-17,7.67032e-12,6.83468e-11,7.61588e-11
2365,4.732e-07,63.5037,531441,8e+08,2.22467e-19,2.22448e-19,2.22535e-19,1.4175e-13,68921,1e+08,-1.33065e-17,-1.33065e-17,-1.33066e-17,7.68769e-12,6.83293e-11,7.61587e-11
2366,4.734e-07,63.529,531441,8e+08,2.17261e-19,2.17279e-19,2.17296e-19,1.41872e-13,68921,1e+08,-1.33503e-17,-1.33503e-17,-1.33504e-17,7.70513e-12,6.83116e-11,7.61586e-11
2367,4.736e-07,63.5541,531441,8e+08,2.12684e-19,2.1268e-19,2.13457e-19,1.41994e-13,68921,1e+08,-1.33931e-17,-1.33931e-17,-1.33932e-17,7.72263e-12,6.82939e-11,7.61586e-11
2368,4.738e-07,63.5795,531441,8e+08,2.12267e-19,2.12349e-19,2.1154e-19,1.42116e-13,68921,1e+08,-1.34387e-17,-1.34387e-17,-1.34388e-17,7.7402e-12,6.82762e-11,7.61585e-11
2369,4.74e-07,63.6045,531441,8e+08,2.04392e-19,2.0445e-19,2.04405e-19,1.42238e-13,68921,1e+08,-1.3482e-17,-1.3482e-17,-1.34821e-17,7.75783e-12,6.82583e-11,7.61584e-11
2370,4.742e-07,63.6297,531441,8e+08,1.93267e-19,1.93341e-19,1.93193e-19,1.4236e-13,68921,1e+08,-1.35266e-17,-1.35266e-17,-1.35267e-17,7.77553e-12,6.82404e-11,7.61583e-11
2371,4.744e-07,63.6547,531441,8e+08,1.90611e-19,1.9063e-19,1.91363e-19,1.42482e-13,68921,1e+08,-1.35744e-17,-1.35744e-17,-1.35745e-17,7.7933e-12,6.82225e-11,7.61583e-11
2372,4.746e-07,63.6799,531441,8e+08,1.95384e-19,1.95461e-19,1.94663e-19,1.42604e-13,68921,1e+08,-1.36164e-17,-1.36164e-17,-1.36164e-17,7.81113e-12,6.82045e-11,7.61582e-11
2373,4.748e-07,63.7051,531441,8e+08,1.88497e-19,1.88529e-19,1.88502e-19,1.42726e-13,68921,1e+08,-1.36583e-17,-1.36583e-17,-1.36584e-17,7.82903e-12,6.81864e-11,7.61581e-11
2374,4.75e-07,63.7304,531441,8e+08,1.75633e-19,1.75702e-19,1.75664e-19,1.42848e-13,68921,1e+08,-1.37003e-17,-1.37003e-17,-1.37004e-17,7.84699e-12,6.81682e-11,7.61581e-11
2375,4.752e-07,63.7559,531441,8e+08,1.73459e-19,1.73482e-19,1.74153e-19,1.42971e-13,68921,1e+08,-1.37438e-17,-1.37438e-17,-1.37439e-17,7.86502e-12,6.815e-11,7.6158e-11
2376,4.754e-07,63.7811,531441,8e+08,1.88179e-19,1.88119e-19,1.87405e-19,1.43093e-13,68921,1e+08,-1.37899e-17,-1.37899e-17,-1.37898e-17,7.88312e-12,6.81318e-11,7.6158e-11
2377,4.756e-07,63.8066,531441,8e+08,1.94042e-19,1.93949e-19,1.94061e-19,1.43215e-13,68921,1e+08,-1.38325e-17,-1.38325e-17,-1.38326e-17,7.90128e-12,6.81134e-11,7.61579e-11
2378,4.758e-07,63.8316,531441,8e+08,1.83968e-19,1.83864e-19,1.83828e-19,1.43337e-13,68921,1e+08,-1.38811e-17,-1.38811e-17,-1.38812e-17,7.91951e-12,6.8095e-11,7.61579e-11
2379,4.76e-07,63.8571,531441,8e+08,1.98889e-19,1.98762e-19,1.99496e-19,1.4346e-13,68921,1e+08,-1.39239e-17,-1.39239e-17,-1.3924e-17,7.9378e-12,6.80765e-11,7.61578e-11
2380,4.762e-07,63.8824,531441,8e+08,2.20239e-19,2.20291e-19,2.1942e-19,1.43582e-13,68921,1e+08,-1.39673e-17,-1.39673e-17,-1.39674e-17,7.95616e-12,6.8058e-11,7.61577e-11
2381,4.764e-07,63.9076,531441,8e+08,2.14226e-19,2.14234e-19,2.14192e-19,1.43705e-13,68921,1e+08,-1.40122e-17,-1.40122e-17,-1.40123e-17,7.97458e-12,6.80394e-11,7.61577e-11
2382,4.766e-07,63.9327,531441,8e+08,2.02585e-19,2.02602e-19,2.02479e-19,1.43827e-13,68921,1e+08,-1.40564e-17,-1.40564e-17,-1.40565e-17,7.99306e-12,6.80207e-11,7.61576e-11
2383,4.768e-07,63.9581,531441,8e+08,2.02059e-19,2.02021e-19,2.02768e-19,1.4395e-13,68921,1e+08,-1.40996e-17,-1.40996e-17,-1.40997e-17,8.01161e-12,6.8002e-11,7.61576e-11
2384,4.77e-07,63.9834,531441,8e+08,1.98433e-19,1.98453e-19,1.97655e-19,1.44072e-13,68921,1e+08,-1.41419e-17,-1.41419e-17,-1.4142e-17,8.03022e-12,6.79832e-11,7.61575e-11
2385,4.772e-07,64.0087,531441,8e+08,1.96408e-19,1.96384e-19,1.96335e-19,1.44195e-13,68921,1e+08,-1.41861e-17,-1.41861e-17,-1.41862e-17,8.04889e-12,6.79644e-11,7.61575e-11
2386,4.774e-07,64.0338,531441,8e+08,1.92512e-19,1.9253e-19,1.92448e-19,1.44317e-13,68921,1e+08,-1.42296e-17,-1.42296e-17,-1.42297e-17,8.06763e-12,6.79454e-11,7.61574e-11
2387,4.776e-07,64.059,531441,8e+08,1.91451e-19,1.91446e-19,1.92121e-19,1.4444e-13,68921,1e+08,-1.42714e-17,-1.42714e-17,-1.42715e-17,8.08644e-12,6.79265e-11,7.61573e-11
2388,4.778e-07,64.0842,531441,8e+08,2.06219e-19,2.06271e-19,2.05478e-19,1.44563e-13,68921,1e+08,-1.43132e-17,-1.43132e-17,-1.43133e-17,8.1053e-12,6.79074e-11,7.61573e-11
2389,4.78e-07,64.1097,531441,8e+08,2.25005e-19,2.25027e-19,2.25033e-19,1.44685e-13,68921,1e+08,-1.43567e-17,-1.43567e-17,-1.43568e-17,8.12423e-12,6.78883e-11,7.61572e-11
2390,4.782e-07,64.1348,531441,8e+08,2.20965e-19,2.21016e-19,2.20944e-19,1.44808e-13,68921,1e+08,-1.44017e-17,-1.44017e-17,-1.44018e-17,8.14323e-12,6.78691e-11,7.61572e-11
2391,4.784e-07,64.1602,531441,8e+08,2.08531e-19,2.08541e-19,2.09269e-19,1.44931e-13,68921,1e+08,-1.44445e-17,-1.44445e-17,-1.44446e-17,8.16228e-12,6.78499e-11,7.61571e-11
2392,4.786e-07,64.1853,531441,8e+08,2.19079e-19,2.19147e-19,2.18359e-19,1.45054e-13,68921,1e+08,-1.44907e-17,-1.44907e-17,-1.44908e-17,8.1814e-12,6.78306e-11,7.61571e-11
2393,4.788e-07,64.2106,531441,8e+08,2.14989e-19,2.15015e-19,2.15033e-19,1.45177e-13,68921,1e+08,-1.45364e-17,-1.45364e-17,-1.45365e-17,8.20058e-12,6.78113e-11,7.6157e-11
2394,4.79e-07,64.2358,531441,8e+08,2.04351e-19,2.04386e-19,2.04294e-19,1.453e-13,68921,1e+08,-1.45781e-17,-1.45781e-17,-1.45782e-17,8.21982e-12,6.77918e-11,7.61569e-11
2395,4.792e-07,64.2612,531441,8e+08,1.99091e-19,1.99074e-19,1.99809e-19,1.45423e-13,68921,1e+08,-1.46226e-17,-1.46226e-17,-1.46227e-17,8.23912e-12,6.77723e-11,7.61569e-11
2396,4.794e-07,64.2865,531441,8e+08,1.9184e-19,1.91881e-19,1.91064e-19,1.45546e-13,68921,1e+08,-1.46651e-17,-1.46651e-17,-1.46652e-17,8.25848e-12,6.77528e-11,7.61568e-11
2397,4.796e-07,64.3118,531441,8e+08,1.85401e-19,1.85424e-19,1.85324e-19,1.45669e-13,68921,1e+08,-1.47104e-17,-1.47104e-17,-1.47105e-17,8.2779e-12,6.77332e-11,7.61568e-11
2398,4.798e-07,64.3369,531441,8e+08,1.80039e-19,1.80091e-19,1.79973e-19,1.45792e-13,68921,1e+08,-1.47535e-17,-1.47535e-17,-1.47536e-17,8.29739e-12,6.77135e-11,7.61567e-11
2399,4.8e-07,64.3622,531441,8e+08,1.75794e-19,1.75825e-19,1.76501e-19,1.45915e-13,68921,1e+08,-1.47976e-17,-1.47976e-17,-1.47977e-17,8.31694e-12,6.76938e-11,7.61567e-11
2400,4.802e-07,64.3876,531441,8e+08,1.77762e-19,1.77852e-19,1.77091e-19,1.46038e-13,68921,1e+08,-1.48401e-17,-1.48401e-17,-1.48402e-17,8.33655e-12,6.7674e-11,7.61566e-11
2401,4.804e-07,64.6284,531441,8e+08,1.72303e-19,1.72313e-19,1.72531e-19,1.46161e-13,68921,1e+08,-1.48844e-17,-1.48844e-17,-1.48845e-17,8.35622e-12,6.76542e-11,7.61565e-11
2402,4.806e-07,64.6539,531441,8e+08,1.5912e-19,1.59111e-19,1.59158e-19,1.46284e-13,68921,1e+08,-1.49268e-17,-1.49268e-17,-1.49269e-17,8.37595e-12,6.76343e-11,7.61565e-11
2403,4.808e-07,64.6797,531441,8e+08,1.58456e-19,1.58406e-19,1.59201e-19,1.46407e-13,68921,1e+08,-1.49718e-17,-1.49718e-17,-1.49719e-17,8.39575e-12,6.76143e-11,7.61564e-11
2404,4.81e-07,64.705,531441,8e+08,1.56123e-19,1.56131e-19,1.554e-19,1.46531e-13,68921,1e+08,-1.50146e-17,-1.50146e-17,-1.50146e-17,8.41561e-12,6.75943e-11,7.61564e-11
2405,4.812e-07,64.7305,531441,8e+08,1.51326e-19,1.51292e-19,1.51288e-19,1.46654e-13,68921,1e+08,-1.50573e-17,-1.50573e-17,-1.50574e-17,8.43553e-12,6.75742e-11,7.61563e-11
2406,4.814e-07,64.7556,531441,8e+08,1.49168e-19,1.49136e-19,1.49029e-19,1.46777e-13,68921,1e+08,-1.51012e-17,-1.51012e-17,-1.51013e-17,8.4555e-12,6.7554e-11,7.61563e-11
2407,4.816e-07,64.7808,531441,8e+08,1.41558e-19,1.41497e-19,1.42211e-19,1.46901e-13,68921,1e+08,-1.51452e-17,-1.51452e-17,-1.51453e-17,8.47554e-12,6.75338e-11,7.61563e-11
2408,4.818e-07,64.8066,531441,8e+08,1.60654e-19,1.60634e-19,1.59969e-19,1.47024e-13,68921,1e+08,-1.5189e-17,-1.5189e-17,-1.51891e-17,8.49564e-12,6.75136e-11,7.61562e-11
2409,4.82e-07,64.832,531441,8e+08,1.9041e-19,1.90371e-19,1.90509e-19,1.47148e-13,68921,1e+08,-1.52335e-17,-1.52335e-17,-1.52334e-17,8.5158e-12,6.74933e-11,7.61562e-11
2410,4.822e-07,64.8575,531441,8e+08,1.88847e-19,1.88843e-19,1.88921e-19,1.47271e-13,68921,1e+08,-1.52762e-17,-1.52762e-17,-1.52763e-17,8.53601e-12,6.74729e-11,7.61562e-11
2411,4.824e-07,64.8831,531441,8e+08,1.84122e-19,1.84076e-19,1.8494e-19,1.47395e-13,68921,1e+08,-1.53212e-17,-1.53212e-17,-1.53213e-17,8.55629e-12,6.74525e-11,7.61562e-11
2412,4.826e-07,64.9085,531441,8e+08,1.8125e-19,1.81262e-19,1.80559e-19,1.47518e-13,68921,1e+08,-1.53643e-17,-1.53643e-17,-1.53644e-17,8.57662e-12,6.7432e-11,7.61561e-11
2413,4.828e-07,64.9337,531441,8e+08,1.83655e-19,1.83615e-19,1.83773e-19,1.47642e-13,68921,1e+08,-1.54075e-17,-1.54075e-17,-1.54076e-17,8.59702e-12,6.74114e-11,7.61561e-11
2414,4.83e-07,64.9589,531441,8e+08,1.75282e-19,1.75271e-19,1.75332e-19,1.47765e-13,68921,1e+08,-1.54496e-17,-1.54496e-17,-1.54497e-17,8.61747e-12,6.73908e-11,7.61561e-11
2415,4.832e-07,64.9841,531441,8e+08,1.72631e-19,1.72578e-19,1.73388e-19,1.47889e-13,68921,1e+08,-1.5494e-17,-1.5494e-17,-1.54933e-17,8.63798e-12,6.73702e-11,7.6156e-11
2416,4.834e-07,65.0094,531441,8e+08,1.67641e-19,1.67646e-19,1.66921e-19,1.48013e-13,68921,1e+08,-1.55363e-17,-1.55363e-17,-1.55364e-17,8.65855e-12,6.73495e-11,7.6156e-11
2417,4.836e-07,65.0347,531441,8e+08,1.70794e-19,1.7078e-19,1.70766e-19,1.48137e-13,68921,1e+08,-1.55806e-17,-1.55806e-17,-1.55806e-17,8.67918e-12,6.73287e-11,7.6156e-11
2418,4.838e-07,65.0599,531441,8e+08,1.59752e-19,1.59747e-19,1.59602e-19,1.4826e-13,68921,1e+08,-1.56219e-17,-1.56219e-17,-1.5622e-17,8.69987e-12,6.73078e-11,7.6156e-11
2419,4.84e-07,65.0851,531441,8e+08,1.54533e-19,1.54498e-19,1.55202e-19,1.48384e-13,68921,1e+08,-1.56657e-17,-1.56657e-17,-1.56658e-17,8.72061e-12,6.72869e-11,7.61559e-11
2420,4.842e-07,65.1108,531441,8e+08,1.75246e-19,1.75269e-19,1.74465e-19,1.48508e-13,68921,1e+08,-1.57096e-17,-1.57096e-17,-1.57097e-17,8.74141e-12,6.7266e-11,7.61559e-11
2421,4.844e-07,65.1364,531441,8e+08,1.76427e-19,1.7641e-19,1.76421e-19,1.48632e-13,68921,1e+08,-1.57523e-17,-1.57523e-17,-1.57524e-17,8.76227e-12,6.7245e-11,7.61559e-11
2422,4.846e-07,65.1616,531441,8e+08,1.70032e-19,1.70043e-19,1.70016e-19,1.48756e-13,68921,1e+08,-1.57943e-17,-1.57943e-17,-1.57944e-17,8.78319e-12,6.72239e-11,7.61558e-11
2423,4.848e-07,65.1875,531441,8e+08,1.84557e-19,1.84526e-19,1.85309e-19,1.4888e-13,68921,1e+08,-1.58378e-17,-1.58378e-17,-1.58364e-17,8.80416e-12,6.72028e-11,7.61558e-11
2424,4.85e-07,65.2133,531441,8e+08,2.00281e-19,2.00308e-19,1.99727e-19,1.49004e-13,68921,1e+08,-1.58798e-17,-1.58798e-17,-1.58799e-17,8.82519e-12,6.71816e-11,7.61558e-11
2425,4.852e-07,65.2388,531441,8e+08,2.01051e-19,2.01026e-19,2.01232e-19,1.49128e-13,68921,1e+08,-1.5923e-17,-1.5923e-17,-1.59231e-17,8.84629e-12,6.71603e-11,7.61558e-11
2426,4.854e-07,65.2641,531441,8e+08,1.84365e-19,1.84321e-19,1.84352e-19,1.49252e-13,68921,1e+08,-1.59685e-17,-1.59685e-17,-1.59686e-17,8.86744e-12,6.7139e-11,7.61557e-11
2427,4.856e-07,65.2894,531441,8e+08,1.75897e-19,1.75834e-19,1.76639e-19,1.49376e-13,68921,1e+08,-1.60107e-17,-1.60107e-17,-1.60108e-17,8.88864e-12,6.71177e-11,7.61557e-11
2428,4.858e-07,65.3148,531441,8e+08,1.71467e-19,1.71462e-19,1.70791e-19,1.495e-13,68921,1e+08,-1.60544e-17,-1.60544e-17,-1.60545e-17,8.9099e-12,6.70963e-11,7.61557e-11
2429,4.86e-07,65.3402,531441,8e+08,1.78791e-19,1.78766e-19,1.78869e-19,1.49624e-13,68921,1e+08,-1.60958e-17,-1.60958e-17,-1.60959e-17,8.93122e-12,6.70748e-11,7.61556e-11
