ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,mp_count.e-,real_count.e-,px.e-,py.e-,pz.e-,KE.e-,PE,E_total
4267,8.536e-07,114.354,531441,8e+08,-3.34678e-19,-3.34761e-19,-3.38057e-19,4.49737e-13,68921,1e+08,1.06485e-17,1.06485e-17,1.06472e-17,1.00608e-11,6.56551e-11,7.61656e-11
4268,8.538e-07,114.377,531441,8e+08,-3.22538e-19,-3.22654e-19,-3.2439e-19,4.49953e-13,68921,1e+08,1.06857e-17,1.06857e-17,1.06844e-17,1.00692e-11,6.56464e-11,7.61656e-11
4269,8.54e-07,114.4,531441,8e+08,-3.0288e-19,-3.02895e-19,-3.05094e-19,4.50169e-13,68921,1e+08,1.07238e-17,1.07238e-17,1.07221e-17,1.00778e-11,6.56376e-11,7.61655e-11
4270,8.542e-07,114.423,531441,8e+08,-3.06363e-19,-3.06493e-19,-3.08443e-19,4.50385e-13,68921,1e+08,1.07639e-17,1.07639e-17,1.07626e-17,1.00863e-11,6.56288e-11,7.61655e-11
4271,8.544e-07,114.445,531441,8e+08,-3.1072e-19,-3.11186e-19,-3.11881e-19,4.50601e-13,68921,1e+08,1.08032e-17,1.08032e-17,1.08019e-17,1.00949e-11,6.56199e-11,7.61654e-11
4272,8.546e-07,114.467,531441,8e+08,-3.19053e-19,-3.1952e-19,-3.22281e-19,4.50817e-13,68921,1e+08,1.08457e-17,1.08457e-17,1.08438e-17,1.01035e-11,6.56111e-11,7.61654e-11
4273,8.548e-07,114.489,531441,8e+08,-3.26097e-19,-3.26455e-19,-3.28629e-19,4.51033e-13,68921,1e+08,1.08868e-17,1.08868e-17,1.08855e-17,1.01122e-11,6.56021e-11,7.61653e-11
4274,8.55e-07,114.519,531441,8e+08,-3.36557e-19,-3.3691e-19,-3.37907e-19,4.51249e-13,68921,1e+08,1.09249e-17,1.09249e-17,1.09249e-17,1.01209e-11,6.55932e-11,7.61653e-11
4275,8.552e-07,114.544,531441,8e+08,-3.4251e-19,-3.42717e-19,-3.43817e-19,4.51465e-13,68921,1e+08,1.09645e-17,1.09645e-17,1.09645e-17,1.01296e-11,6.55842e-11,7.61652e-11
4276,8.554e-07,114.566,531441,8e+08,-3.38311e-19,-3.38527e-19,-3.39039e-19,4.51681e-13,68921,1e+08,1.10074e-17,1.10074e-17,1.10074e-17,1.01383e-11,6.55751e-11,7.61651e-11
4277,8.556e-07,114.588,531441,8e+08,-3.5237e-19,-3.52425e-19,-3.52441e-19,4.51897e-13,68921,1e+08,1.10476e-17,1.10476e-17,1.10479e-17,1.01471e-11,6.55661e-11,7.61651e-11
4278,8.558e-07,114.61,531441,8e+08,-3.60587e-19,-3.60723e-19,-3.59817e-19,4.52113e-13,68921,1e+08,1.10864e-17,1.10864e-17,1.10864e-17,1.01559e-11,6.55569e-11,7.6165e-11
4279,8.56e-07,114.633,531441,8e+08,-3.58912e-19,-3.59293e-19,-3.57742e-19,4.52329e-13,68921,1e+08,1.11268e-17,1.11268e-17,1.11268e-17,1.01648e-11,6.55478e-11,7.61649e-11
4280,8.562e-07,114.655,531441,8e+08,-3.61633e-19,-3.61832e-19,-3.60386e-19,4.52546e-13,68921,1e+08,1.11663e-17,1.11663e-17,1.11658e-17,1.01737e-11,6.55386e-11,7.61649e-11
4281,8.564e-07,114.677,531441,8e+08,-3.58466e-19,-3.58642e-19,-3.57065e-19,4.52762e-13,68921,1e+08,1.12034e-17,1.12034e-17,1.12034e-17,1.01826e-11,6.55294e-11,7.61648e-11
4282,8.566e-07,114.699,531441,8e+08,-3.62538e-19,-3.62739e-19,-3.61546e-19,4.52978e-13,68921,1e+08,1.12454e-17,1.12454e-17,1.12454e-17,1.01916e-11,6.55201e-11,7.61647e-11
4283,8.568e-07,114.72,531441,8e+08,-3.70729e-19,-3.70904e-19,-3.69023e-19,4.53195e-13,68921,1e+08,1.12822e-17,1.12822e-17,1.12822e-17,1.02006e-11,6.55108e-11,7.61646e-11
4284,8.57e-07,114.742,531441,8e+08,-3.65652e-19,-3.6585e-19,-3.64339e-19,4.53411e-13,68921,1e+08,1.1319e-17,1.1319e-17,1.1319e-17,1.02097e-11,6.55015e-11,7.61646e-11
4285,8.572e-07,114.766,531441,8e+08,-3.6366e-19,-3.63597e-19,-3.62046e-19,4.53628e-13,68921,1e+08,1.1358e-17,1.1358e-17,1.1358e-17,1.02187e-11,6.54921e-11,7.61645e-11
4286,8.574e-07,114.788,531441,8e+08,-3.6942e-19,-3.69326e-19,-3.69133e-19,4.53844e-13,68921,1e+08,1.13948e-17,1.13948e-17,1.13948e-17,1.02278e-11,6.54827e-11,7.61644e-11
4287,8.576e-07,114.81,531441,8e+08,-3.72404e-19,-3.72298e-19,-3.70341e-19,4.54061e-13,68921,1e+08,1.14351e-17,1.14351e-17,1.1436e-17,1.0237e-11,6.54733e-11,7.61643e-11
4288,8.578e-07,114.833,531441,8e+08,-3.77103e-19,-3.76999e-19,-3.77113e-19,4.54277e-13,68921,1e+08,1.14746e-17,1.14746e-17,1.14746e-17,1.02461e-11,6.54639e-11,7.61643e-11
4289,8.58e-07,114.854,531441,8e+08,-3.79469e-19,-3.7936e-19,-3.79342e-19,4.54494e-13,68921,1e+08,1.15161e-17,1.15161e-17,1.15161e-17,1.02553e-11,6.54544e-11,7.61642e-11
4290,8.582e-07,114.878,531441,8e+08,-3.88414e-19,-3.88385e-19,-3.87109e-19,4.54711e-13,68921,1e+08,1.15581e-17,1.15581e-17,1.15581e-17,1.02645e-11,6.54449e-11,7.61641e-11
4291,8.584e-07,114.9,531441,8e+08,-3.9828e-19,-3.98099e-19,-3.96624e-19,4.54927e-13,68921,1e+08,1.16032e-17,1.16032e-17,1.16032e-17,1.02738e-11,6.54353e-11,7.6164e-11
4292,8.586e-07,114.923,531441,8e+08,-4.07846e-19,-4.07598e-19,-4.07694e-19,4.55144e-13,68921,1e+08,1.16415e-17,1.16415e-17,1.16415e-17,1.02831e-11,6.54257e-11,7.61639e-11
4293,8.588e-07,114.946,531441,8e+08,-3.95057e-19,-3.94837e-19,-3.96216e-19,4.55361e-13,68921,1e+08,1.16889e-17,1.16889e-17,1.16889e-17,1.02924e-11,6.54161e-11,7.61639e-11
4294,8.59e-07,114.968,531441,8e+08,-4.02761e-19,-4.02482e-19,-4.03792e-19,4.55578e-13,68921,1e+08,1.17271e-17,1.17271e-17,1.17284e-17,1.03018e-11,6.54064e-11,7.61638e-11
4295,8.592e-07,114.99,531441,8e+08,-4.10241e-19,-4.09838e-19,-4.10997e-19,4.55795e-13,68921,1e+08,1.1769e-17,1.1769e-17,1.1769e-17,1.03112e-11,6.53967e-11,7.61637e-11
4296,8.594e-07,115.014,531441,8e+08,-3.8297e-19,-3.8282e-19,-3.83778e-19,4.56012e-13,68921,1e+08,1.18055e-17,1.18055e-17,1.18055e-17,1.03206e-11,6.5387e-11,7.61636e-11
4297,8.596e-07,115.036,531441,8e+08,-3.90003e-19,-3.89856e-19,-3.90818e-19,4.56228e-13,68921,1e+08,1.18471e-17,1.18471e-17,1.18468e-17,1.033e-11,6.53773e-11,7.61636e-11
4298,8.598e-07,115.058,531441,8e+08,-3.92975e-19,-3.92906e-19,-3.93875e-19,4.56445e-13,68921,1e+08,1.18877e-17,1.18877e-17,1.18875e-17,1.03395e-11,6.53675e-11,7.61635e-11
4299,8.6e-07,115.083,531441,8e+08,-3.82792e-19,-3.82809e-19,-3.82755e-19,4.56662e-13,68921,1e+08,1.19269e-17,1.19269e-17,1.19277e-17,1.03491e-11,6.53577e-11,7.61634e-11
4300,8.602e-07,115.104,531441,8e+08,-3.78739e-19,-3.78738e-19,-3.81504e-19,4.5688e-13,68921,1e+08,1.19654e-17,1.19654e-17,1.19662e-17,1.03586e-11,6.53479e-11,7.61634e-11
4301,8.604e-07,115.344,531441,8e+08,-3.80114e-19,-3.80131e-19,-3.83185e-19,4.57097e-13,68921,1e+08,1.20017e-17,1.20017e-17,1.20026e-17,1.03682e-11,6.5338e-11,7.61633e-11
4302,8.606e-07,115.366,531441,8e+08,-3.88717e-19,-3.88733e-19,-3.91976e-19,4.57314e-13,68921,1e+08,1.20387e-17,1.20387e-17,1.20395e-17,1.03778e-11,6.53281e-11,7.61632e-11
4303,8.608e-07,115.39,531441,8e+08,-3.91353e-19,-3.912e-19,-3.95377e-19,4.57531e-13,68921,1e+08,1.20766e-17,1.20766e-17,1.20775e-17,1.03875e-11,6.53182e-11,7.61632e-11
4304,8.61e-07,115.414,531441,8e+08,-3.95916e-19,-3.95705e-19,-3.98486e-19,4.57748e-13,68921,1e+08,1.21153e-17,1.21153e-17,1.21157e-17,1.03971e-11,6.53082e-11,7.61631e-11
4305,8.612e-07,115.439,531441,8e+08,-4.00303e-19,-4.00113e-19,-4.02078e-19,4.57965e-13,68921,1e+08,1.2155e-17,1.2155e-17,1.21558e-17,1.04068e-11,6.52982e-11,7.6163e-11
4306,8.614e-07,115.463,531441,8e+08,-4.08474e-19,-4.08458e-19,-4.07869e-19,4.58183e-13,68921,1e+08,1.21958e-17,1.21958e-17,1.21966e-17,1.04166e-11,6.52882e-11,7.61629e-11
4307,8.616e-07,115.485,531441,8e+08,-4.05504e-19,-4.05446e-19,-4.06389e-19,4.584e-13,68921,1e+08,1.22344e-17,1.22344e-17,1.22346e-17,1.04263e-11,6.52781e-11,7.61629e-11
4308,8.618e-07,115.507,531441,8e+08,-4.09463e-19,-4.0947e-19,-4.10425e-19,4.58617e-13,68921,1e+08,1.22761e-17,1.22761e-17,1.22769e-17,1.04361e-11,6.5268e-11,7.61628e-11
4309,8.62e-07,115.531,531441,8e+08,-4.19569e-19,-4.19656e-19,-4.20403e-19,4.58835e-13,68921,1e+08,1.23158e-17,1.23158e-17,1.23166e-17,1.0446e-11,6.52579e-11,7.61627e-11
4310,8.622e-07,115.552,531441,8e+08,-4.26237e-19,-4.2635e-19,-4.27194e-19,4.59052e-13,68921,1e+08,1.23529e-17,1.23529e-17,1.23537e-17,1.04558e-11,6.52478e-11,7.61627e-11
4311,8.624e-07,115.574,531441,8e+08,-4.25486e-19,-4.25743e-19,-4.26696e-19,4.5927e-13,68921,1e+08,1.2389e-17,1.2389e-17,1.23898e-17,1.04657e-11,6.52376e-11,7.61626e-11
4312,8.626e-07,115.598,531441,8e+08,-4.19642e-19,-4.19921e-19,-4.21539e-19,4.59487e-13,68921,1e+08,1.2428e-17,1.2428e-17,1.24288e-17,1.04756e-11,6.52274e-11,7.61625e-11
4313,8.628e-07,115.62,531441,8e+08,-4.21642e-19,-4.21731e-19,-4.22158e-19,4.59705e-13,68921,1e+08,1.24681e-17,1.24681e-17,1.24689e-17,1.04856e-11,6.52172e-11,7.61625e-11
4314,8.63e-07,115.643,531441,8e+08,-4.22456e-19,-4.22628e-19,-4.22955e-19,4.59923e-13,68921,1e+08,1.25085e-17,1.25085e-17,1.25093e-17,1.04955e-11,6.52069e-11,7.61624e-11
4315,8.632e-07,115.667,531441,8e+08,-4.27915e-19,-4.27971e-19,-4.28525e-19,4.6014e-13,68921,1e+08,1.25462e-17,1.25462e-17,1.2547e-17,1.05056e-11,6.51966e-11,7.61623e-11
4316,8.634e-07,115.691,531441,8e+08,-4.36209e-19,-4.36244e-19,-4.37709e-19,4.60358e-13,68921,1e+08,1.25843e-17,1.25843e-17,1.25852e-17,1.05156e-11,6.51863e-11,7.61622e-11
4317,8.636e-07,115.714,531441,8e+08,-4.35307e-19,-4.35316e-19,-4.35794e-19,4.60576e-13,68921,1e+08,1.26234e-17,1.26234e-17,1.26242e-17,1.05257e-11,6.51759e-11,7.61622e-11
4318,8.638e-07,115.737,531441,8e+08,-4.35617e-19,-4.35669e-19,-4.35997e-19,4.60793e-13,68921,1e+08,1.26593e-17,1.26593e-17,1.26601e-17,1.05358e-11,6.51655e-11,7.61621e-11
4319,8.64e-07,115.761,531441,8e+08,-4.35781e-19,-4.35913e-19,-4.36425e-19,4.61011e-13,68921,1e+08,1.2696e-17,1.2696e-17,1.26969e-17,1.05459e-11,6.51551e-11,7.61621e-11
4320,8.642e-07,115.784,531441,8e+08,-4.30828e-19,-4.31073e-19,-4.32494e-19,4.61229e-13,68921,1e+08,1.27394e-17,1.27394e-17,1.27402e-17,1.05561e-11,6.51447e-11,7.6162e-11
4321,8.644e-07,115.808,531441,8e+08,-4.33786e-19,-4.33807e-19,-4.35126e-19,4.61447e-13,68921,1e+08,1.27785e-17,1.27785e-17,1.27793e-17,1.05663e-11,6.51342e-11,7.61619e-11
4322,8.646e-07,115.832,531441,8e+08,-4.3942e-19,-4.3946e-19,-4.40717e-19,4.61665e-13,68921,1e+08,1.28174e-17,1.28174e-17,1.28174e-17,1.05765e-11,6.51238e-11,7.61619e-11
4323,8.648e-07,115.856,531441,8e+08,-4.46726e-19,-4.46616e-19,-4.47644e-19,4.61883e-13,68921,1e+08,1.28564e-17,1.28564e-17,1.28564e-17,1.05867e-11,6.51132e-11,7.61619e-11
4324,8.65e-07,115.878,531441,8e+08,-4.3881e-19,-4.38828e-19,-4.38846e-19,4.62101e-13,68921,1e+08,1.28929e-17,1.28929e-17,1.28929e-17,1.0597e-11,6.51027e-11,7.61618e-11
4325,8.652e-07,115.901,531441,8e+08,-4.44985e-19,-4.4504e-19,-4.46445e-19,4.62319e-13,68921,1e+08,1.29299e-17,1.29299e-17,1.29299e-17,1.06074e-11,6.50921e-11,7.61618e-11
4326,8.654e-07,115.925,531441,8e+08,-4.63565e-19,-4.63578e-19,-4.63989e-19,4.62537e-13,68921,1e+08,1.29721e-17,1.29721e-17,1.29718e-17,1.06177e-11,6.50815e-11,7.61618e-11
4327,8.656e-07,115.949,531441,8e+08,-4.53825e-19,-4.53593e-19,-4.53924e-19,4.62755e-13,68921,1e+08,1.30104e-17,1.30104e-17,1.30104e-17,1.06281e-11,6.50709e-11,7.61618e-11
4328,8.658e-07,115.973,531441,8e+08,-4.53672e-19,-4.53665e-19,-4.52344e-19,4.62973e-13,68921,1e+08,1.30464e-17,1.30464e-17,1.3046e-17,1.06385e-11,6.50603e-11,7.61618e-11
4329,8.66e-07,115.996,531441,8e+08,-4.39994e-19,-4.4014e-19,-4.39023e-19,4.63191e-13,68921,1e+08,1.30856e-17,1.30856e-17,1.30856e-17,1.06489e-11,6.50496e-11,7.61618e-11
4330,8.662e-07,116.02,531441,8e+08,-4.49832e-19,-4.50009e-19,-4.48774e-19,4.6341e-13,68921,1e+08,1.31202e-17,1.31202e-17,1.31211e-17,1.06594e-11,6.50389e-11,7.61618e-11
4331,8.664e-07,116.044,531441,8e+08,-4.54428e-19,-4.54504e-19,-4.5416e-19,4.63628e-13,68921,1e+08,1.31614e-17,1.31614e-17,1.31607e-17,1.06699e-11,6.50282e-11,7.61618e-11
4332,8.666e-07,116.068,531441,8e+08,-4.47565e-19,-4.47438e-19,-4.48256e-19,4.63846e-13,68921,1e+08,1.31969e-17,1.31969e-17,1.31969e-17,1.06805e-11,6.50174e-11,7.61618e-11
4333,8.668e-07,116.091,531441,8e+08,-4.48373e-19,-4.48311e-19,-4.45451e-19,4.64064e-13,68921,1e+08,1.32402e-17,1.32402e-17,1.32401e-17,1.06911e-11,6.50066e-11,7.61618e-11
4334,8.67e-07,116.117,531441,8e+08,-4.53011e-19,-4.52935e-19,-4.50005e-19,4.64283e-13,68921,1e+08,1.3277e-17,1.3277e-17,1.3277e-17,1.07017e-11,6.49958e-11,7.61618e-11
4335,8.672e-07,116.141,531441,8e+08,-4.589e-19,-4.58829e-19,-4.56105e-19,4.64501e-13,68921,1e+08,1.33118e-17,1.33118e-17,1.33118e-17,1.07123e-11,6.49849e-11,7.61617e-11
4336,8.674e-07,116.165,531441,8e+08,-4.66352e-19,-4.66173e-19,-4.65164e-19,4.6472e-13,68921,1e+08,1.33472e-17,1.33472e-17,1.33471e-17,1.0723e-11,6.4974e-11,7.61617e-11
4337,8.676e-07,116.189,531441,8e+08,-4.67463e-19,-4.67224e-19,-4.65944e-19,4.64938e-13,68921,1e+08,1.33908e-17,1.33908e-17,1.33908e-17,1.07337e-11,6.49631e-11,7.61617e-11
4338,8.678e-07,116.212,531441,8e+08,-4.71614e-19,-4.71375e-19,-4.69138e-19,4.65157e-13,68921,1e+08,1.34301e-17,1.34301e-17,1.34301e-17,1.07444e-11,6.49521e-11,7.61617e-11
4339,8.68e-07,116.236,531441,8e+08,-4.664e-19,-4.66208e-19,-4.65605e-19,4.65375e-13,68921,1e+08,1.34671e-17,1.34671e-17,1.34671e-17,1.07552e-11,6.49412e-11,7.61617e-11
4340,8.682e-07,116.26,531441,8e+08,-4.59728e-19,-4.59566e-19,-4.59266e-19,4.65594e-13,68921,1e+08,1.35071e-17,1.35071e-17,1.35071e-17,1.0766e-11,6.49302e-11,7.61617e-11
4341,8.684e-07,116.283,531441,8e+08,-4.63675e-19,-4.63701e-19,-4.63527e-19,4.65812e-13,68921,1e+08,1.355e-17,1.355e-17,1.355e-17,1.07768e-11,6.49191e-11,7.61618e-11
4342,8.686e-07,116.307,531441,8e+08,-4.70957e-19,-4.71048e-19,-4.71835e-19,4.66031e-13,68921,1e+08,1.35864e-17,1.35864e-17,1.35863e-17,1.07877e-11,6.4908e-11,7.61618e-11
4343,8.688e-07,116.331,531441,8e+08,-4.779e-19,-4.78061e-19,-4.79592e-19,4.6625e-13,68921,1e+08,1.36233e-17,1.36233e-17,1.36233e-17,1.07986e-11,6.48969e-11,7.61618e-11
4344,8.69e-07,116.354,531441,8e+08,-4.78136e-19,-4.78508e-19,-4.81565e-19,4.66468e-13,68921,1e+08,1.36581e-17,1.36581e-17,1.36581e-17,1.08095e-11,6.48858e-11,7.61617e-11
4345,8.692e-07,116.378,531441,8e+08,-4.80056e-19,-4.80231e-19,-4.83137e-19,4.66687e-13,68921,1e+08,1.36988e-17,1.36988e-17,1.36988e-17,1.08205e-11,6.48745e-11,7.61617e-11
4346,8.694e-07,116.401,531441,8e+08,-4.84659e-19,-4.84858e-19,-4.86468e-19,4.66906e-13,68921,1e+08,1.37356e-17,1.37356e-17,1.37361e-17,1.08315e-11,6.48633e-11,7.61617e-11
4347,8.696e-07,116.425,531441,8e+08,-4.94238e-19,-4.94319e-19,-4.95129e-19,4.67125e-13,68921,1e+08,1.37693e-17,1.37693e-17,1.37698e-17,1.08426e-11,6.4852e-11,7.61617e-11
4348,8.698e-07,116.449,531441,8e+08,-4.94348e-19,-4.944e-19,-4.95239e-19,4.67344e-13,68921,1e+08,1.38034e-17,1.38034e-17,1.3803e-17,1.08537e-11,6.48407e-11,7.61617e-11
4349,8.7e-07,116.474,531441,8e+08,-5.05355e-19,-5.05411e-19,-5.06107e-19,4.67562e-13,68921,1e+08,1.3839e-17,1.3839e-17,1.3839e-17,1.08648e-11,6.48293e-11,7.61617e-11
4350,8.702e-07,116.497,531441,8e+08,-5.09823e-19,-5.09663e-19,-5.08856e-19,4.67781e-13,68921,1e+08,1.38747e-17,1.38747e-17,1.38747e-17,1.08759e-11,6.48179e-11,7.61617e-11
4351,8.704e-07,116.522,531441,8e+08,-5.15351e-19,-5.15147e-19,-5.12956e-19,4.68e-13,68921,1e+08,1.39137e-17,1.39137e-17,1.39137e-17,1.08871e-11,6.48065e-11,7.61616e-11
4352,8.706e-07,116.545,531441,8e+08,-5.01345e-19,-5.01112e-19,-4.99217e-19,4.68219e-13,68921,1e+08,1.39511e-17,1.39511e-17,1.3951e-17,1.08983e-11,6.4795e-11,7.61616e-11
4353,8.708e-07,116.569,531441,8e+08,-5.08153e-19,-5.07849e-19,-5.05922e-19,4.68438e-13,68921,1e+08,1.399e-17,1.399e-17,1.399e-17,1.09096e-11,6.47836e-11,7.61616e-11
4354,8.71e-07,116.593,531441,8e+08,-5.09395e-19,-5.09085e-19,-5.07093e-19,4.68657e-13,68921,1e+08,1.40248e-17,1.40248e-17,1.40248e-17,1.09209e-11,6.4772e-11,7.61615e-11
4355,8.712e-07,116.617,531441,8e+08,-5.16183e-19,-5.15825e-19,-5.13911e-19,4.68877e-13,68921,1e+08,1.40602e-17,1.40602e-17,1.40602e-17,1.09322e-11,6.47605e-11,7.61615e-11
4356,8.714e-07,116.64,531441,8e+08,-5.13771e-19,-5.13454e-19,-5.12193e-19,4.69096e-13,68921,1e+08,1.41006e-17,1.41006e-17,1.40998e-17,1.09435e-11,6.47489e-11,7.61615e-11
4357,8.716e-07,116.665,531441,8e+08,-5.15645e-19,-5.15336e-19,-5.13718e-19,4.69315e-13,68921,1e+08,1.41362e-17,1.41362e-17,1.41362e-17,1.09549e-11,6.47373e-11,7.61614e-11
4358,8.718e-07,116.689,531441,8e+08,-5.19949e-19,-5.19759e-19,-5.18255e-19,4.69534e-13,68921,1e+08,1.41742e-17,1.41742e-17,1.41741e-17,1.09662e-11,6.47256e-11,7.61614e-11
4359,8.72e-07,116.713,531441,8e+08,-5.00297e-19,-5.00098e-19,-5.01041e-19,4.69753e-13,68921,1e+08,1.42128e-17,1.42128e-17,1.42137e-17,1.09777e-11,6.4714e-11,7.61614e-11
4360,8.722e-07,116.736,531441,8e+08,-4.95329e-19,-4.95378e-19,-4.93912e-19,4.69973e-13,68921,1e+08,1.42459e-17,1.42459e-17,1.42464e-17,1.09891e-11,6.47022e-11,7.61613e-11
4361,8.724e-07,116.76,531441,8e+08,-4.87361e-19,-4.87556e-19,-4.85083e-19,4.70192e-13,68921,1e+08,1.4281e-17,1.4281e-17,1.4281e-17,1.10006e-11,6.46905e-11,7.61613e-11
4362,8.726e-07,116.784,531441,8e+08,-5.00369e-19,-5.00654e-19,-4.99255e-19,4.70411e-13,68921,1e+08,1.43217e-17,1.43217e-17,1.43217e-17,1.10121e-11,6.46787e-11,7.61612e-11
4363,8.728e-07,116.808,531441,8e+08,-5.05014e-19,-5.05318e-19,-5.02078e-19,4.70631e-13,68921,1e+08,1.43599e-17,1.43599e-17,1.43598e-17,1.10237e-11,6.46669e-11,7.61612e-11
4364,8.73e-07,116.831,531441,8e+08,-5.02656e-19,-5.02892e-19,-5.00994e-19,4.7085e-13,68921,1e+08,1.43958e-17,1.43958e-17,1.43962e-17,1.10353e-11,6.4655e-11,7.61611e-11
4365,8.732e-07,116.855,531441,8e+08,-5.11424e-19,-5.11919e-19,-5.11278e-19,4.7107e-13,68921,1e+08,1.44325e-17,1.44325e-17,1.44324e-17,1.10469e-11,6.46431e-11,7.61611e-11
4366,8.734e-07,116.879,531441,8e+08,-5.12794e-19,-5.13124e-19,-5.13433e-19,4.71289e-13,68921,1e+08,1.44699e-17,1.44699e-17,1.44698e-17,1.10585e-11,6.46312e-11,7.61611e-11
4367,8.736e-07,116.903,531441,8e+08,-5.12122e-19,-5.12435e-19,-5.12594e-19,4.71509e-13,68921,1e+08,1.45052e-17,1.45052e-17,1.45052e-17,1.10702e-11,6.46193e-11,7.6161e-11
4368,8.738e-07,116.927,531441,8e+08,-4.97824e-19,-4.98104e-19,-4.97396e-19,4.71728e-13,68921,1e+08,1.45412e-17,1.45412e-17,1.45412e-17,1.10819e-11,6.46073e-11,7.6161e-11
4369,8.74e-07,116.95,531441,8e+08,-5.01735e-19,-5.01911e-19,-5.01075e-19,4.71948e-13,68921,1e+08,1.45788e-17,1.45788e-17,1.45787e-17,1.10937e-11,6.45953e-11,7.61609e-11
4370,8.742e-07,116.974,531441,8e+08,-5.07344e-19,-5.0748e-19,-5.08356e-19,4.72167e-13,68921,1e+08,1.46148e-17,1.46148e-17,1.46148e-17,1.11054e-11,6.45833e-11,7.61609e-11
4371,8.744e-07,116.998,531441,8e+08,-5.09799e-19,-5.09974e-19,-5.09952e-19,4.72387e-13,68921,1e+08,1.4647e-17,1.4647e-17,1.4647e-17,1.11172e-11,6.45712e-11,7.61608e-11
4372,8.746e-07,117.022,531441,8e+08,-5.09801e-19,-5.10072e-19,-5.08547e-19,4.72607e-13,68921,1e+08,1.46845e-17,1.46845e-17,1.46845e-17,1.1129e-11,6.45591e-11,7.61608e-11
4373,8.748e-07,117.046,531441,8e+08,-5.09828e-19,-5.10005e-19,-5.08671e-19,4.72827e-13,68921,1e+08,1.47201e-17,1.47201e-17,1.472e-17,1.11409e-11,6.4547e-11,7.61607e-11
4374,8.75e-07,117.07,531441,8e+08,-5.16329e-19,-5.16483e-19,-5.16359e-19,4.73046e-13,68921,1e+08,1.47544e-17,1.47544e-17,1.47544e-17,1.11528e-11,6.45348e-11,7.61606e-11
4375,8.752e-07,117.093,531441,8e+08,-5.19779e-19,-5.19948e-19,-5.19931e-19,4.73266e-13,68921,1e+08,1.47871e-17,1.47871e-17,1.47871e-17,1.11648e-11,6.45225e-11,7.61606e-11
4376,8.754e-07,117.117,531441,8e+08,-5.26576e-19,-5.26665e-19,-5.25756e-19,4.73486e-13,68921,1e+08,1.48228e-17,1.48228e-17,1.48228e-17,1.11768e-11,6.45102e-11,7.61605e-11
4377,8.756e-07,117.141,531441,8e+08,-5.29064e-19,-5.29229e-19,-5.26907e-19,4.73706e-13,68921,1e+08,1.48593e-17,1.48593e-17,1.4859e-17,1.11888e-11,6.44979e-11,7.61605e-11
4378,8.758e-07,117.165,531441,8e+08,-5.31589e-19,-5.31702e-19,-5.30405e-19,4.73926e-13,68921,1e+08,1.48944e-17,1.48944e-17,1.48943e-17,1.12009e-11,6.44856e-11,7.61604e-11
4379,8.76e-07,117.189,531441,8e+08,-5.32695e-19,-5.32824e-19,-5.31742e-19,4.74146e-13,68921,1e+08,1.49297e-17,1.49297e-17,1.49296e-17,1.12129e-11,6.44733e-11,7.61604e-11
4380,8.762e-07,117.213,531441,8e+08,-5.15089e-19,-5.14956e-19,-5.1383e-19,4.74366e-13,68921,1e+08,1.49646e-17,1.49646e-17,1.49646e-17,1.1225e-11,6.44609e-11,7.61604e-11
4381,8.764e-07,117.236,531441,8e+08,-5.17877e-19,-5.17675e-19,-5.16368e-19,4.74586e-13,68921,1e+08,1.50018e-17,1.50018e-17,1.50017e-17,1.12372e-11,6.44486e-11,7.61603e-11
4382,8.766e-07,117.26,531441,8e+08,-5.29041e-19,-5.28793e-19,-5.26376e-19,4.74806e-13,68921,1e+08,1.50356e-17,1.50356e-17,1.50356e-17,1.12493e-11,6.44362e-11,7.61603e-11
4383,8.768e-07,117.284,531441,8e+08,-5.32175e-19,-5.31858e-19,-5.2911e-19,4.75026e-13,68921,1e+08,1.50713e-17,1.50713e-17,1.50713e-17,1.12615e-11,6.44237e-11,7.61603e-11
4384,8.77e-07,117.307,531441,8e+08,-5.38177e-19,-5.37811e-19,-5.35315e-19,4.75246e-13,68921,1e+08,1.51071e-17,1.51071e-17,1.5107e-17,1.12737e-11,6.44113e-11,7.61602e-11
4385,8.772e-07,117.331,531441,8e+08,-5.32516e-19,-5.32219e-19,-5.31797e-19,4.75466e-13,68921,1e+08,1.51409e-17,1.51409e-17,1.51409e-17,1.12859e-11,6.43988e-11,7.61602e-11
4386,8.774e-07,117.355,531441,8e+08,-5.32498e-19,-5.3221e-19,-5.33093e-19,4.75686e-13,68921,1e+08,1.51814e-17,1.51814e-17,1.51814e-17,1.12982e-11,6.43863e-11,7.61602e-11
4387,8.776e-07,117.379,531441,8e+08,-5.33983e-19,-5.3366e-19,-5.33468e-19,4.75907e-13,68921,1e+08,1.52143e-17,1.52143e-17,1.52143e-17,1.13105e-11,6.43738e-11,7.61602e-11
4388,8.778e-07,117.402,531441,8e+08,-5.35636e-19,-5.35299e-19,-5.36555e-19,4.76127e-13,68921,1e+08,1.52504e-17,1.52504e-17,1.52504e-17,1.13228e-11,6.43612e-11,7.61601e-11
4389,8.78e-07,117.426,531441,8e+08,-5.20383e-19,-5.20061e-19,-5.22735e-19,4.76347e-13,68921,1e+08,1.52857e-17,1.52857e-17,1.52858e-17,1.13352e-11,6.43486e-11,7.61601e-11
